Filename	Top1	Top2	Ishidden
020ee3492b61445db070fd32951d272c	9		0
02111e2f277f4c32a96a402792cc53e9	6		0
0214da57cb854a5c9c77a6a03c9de3f4	9		0
0215bd30c5cf42069f41e59f3c54054b	7		0
021a0dac277e4b2294a30503d145b7b0	4		0
021db49fbd124173a4985829724c82d3	3		0
022b143519c34de594da7f59ea4da78c	9		0
022bda1e67d64040b95f54aa29c7b2b1	2		0
022e7953b90745479480031cf47b664e	9		0
022f8afbaad449148a07f388a4d408d1	10		0
0231069890e5467586fc4cc698beda46	4		1
023bfcaa062b43b2a59b307e833cdbc9	7		0
0246781971564d9d972706b37cb95255	5		0
024b0246aecf4e0aa2a50ca7cdf11ece	3		0
024b2fc8af1243468cb20717b8be0507	4		0
024cfa26d8ef48b08afc97d361fd6af7	10		0
025f264478944c9daa5c5051b01c966a	10		0
0269bd93571e497f93159fc7ad463449	4		0
026eb1e4fbe74b26a736885a2ecc2d85	7		0
027009b6263447ce874647e8cc931044	0		0
027bacc33abc4d0d8fcbe6e46fa948a0	10		0
027f558162154272b7380b8738e01e32	10		0
0286948759cf4ce6930e35a6c570a5f4	1		0
02972bea99ea44a1a8a3842ab159e6d4	10		0
029bd46539374ae5ab90bfd2bbf78897	7		0
029f83c4d88d4fdc878ed58fe04965ae	9		0
02a34fdaf9944fc99cc934cdfc851579	9		0
02ce1695ef774e4a97b8a3dd0615c958	1		0
02d4ac73c6a54edd851a571cba4d570f	2		0
02e55d421e414afc829207cc7024842e	3		0
02f4a02adad24a6b811e235d86c21ce4	0		0
02f8d0c84b854f57bb29a1ef90f67924	0		0
02fb6811e5114db6a9b130fcac10239d	2		0
02ff88dfa86945459b97c02f4551ce1e	2		0
03002ab0bb484e498fb3458414fdacb5	4		0
0306dfcad9ec4017bced00fbeaf4b276	9		0
0307f253e7f84d329732053c29a3f856	10		0
030bf4dd16e14e509b481b82fa1e389e	9		0
030d01ac56be4d2a964ddf91293caf72	3		0
030ead6137a845a29ef527b63c3f6f3d	3		0
0314f208752941719d88abf71cb1c21b	3		0
031dd9cb22154bc6b8129e0e86141865	9		0
032d6e8ee5074e5fa7f17e0663e95ad5	2		0
032dbc78bad34482bafe84627dd84cae	3		0
033b1ad623b54bc39d238358e978bcbd	7		0
033e1c6e7ba441e8ab2f0c484f00c2f0	9		0
034242b69dd74e5bb1de216637e47ed9	0		0
03430eb5a7a049f4977214058bc46e23	4		0
034f702cea424bd59794a52b0efbfd2e	9		0
03568a9caa0c4074a5302608d28cb2fa	7		0
0365bc7d30b84796b4b6a952fa93aaae	4		0
036dbb471a7d42558bd786e4bb92fdfa	7		0
036faf942c0d40189426edee5fe87136	10		0
036feb59fb4c4cf9ae71fd8cff395661	4		0
037c56d5ec6a4268a0d01a3a96ab2f0b	3		0
0382a01feac04040ba62b579cebb78ef	3		0
0385719132494ae4a65b73225adf1207	6		0
0385a6ea5f5f4d22957d8869ecca406a	4		0
038caef1e2b647e6b339f3456b26e4ab	3		0
03979bd1cc8945ebaa854ddb6c593c54	7		0
039840c602a04082929f552c7356184f	6		0
039b10ccdef0448782bb77782fddf39e	3		0
039c6d3c7d8d49c9a25ae0b0b658bcff	2		0
039e531cb9344c3dab49f641eb52da1f	4		0
03a88a3f48384cdd8e8f1ec944723153	2		0
03aaec42f7c04ee1bdbe94ca74e6b74d	9		0
03b0ccbdae0a425aba5d99fba712acdd	3		0
03b410890ce04c49b1a9f4dc43d290a3	1		0
03c47fe639814ab5a8b528404261c4ff	2		0
03cbe4afc0ab40c9bd29b2ffe80868be	2		1
03f12f1f7148484ba462c2ab0ebe291b	0		0
03f84369ffe64401b41b9e2953a42e10	0		0
04090bea6b924016bb03b5adec8d09f2	7		0
040e3ae44c2640f5ab50b3c362aaed32	9		0
041d7fda6626419a991e15c8550f8b81	4		0
042fb785ebb44fed9049587fa681d0f2	2		0
043a61d5ac7e4e2294776f7579f36b25	2		0
043fdce858d84898b0473e5661ab8bd9	7		0
04407a7d39c04819b19f596c036fe164	4		0
0445f418ecd2454ba5e0e57eb231bc2b	4		0
0447e1d5bbf444fa9497d871cc57c7e7	9		0
044dadae982b492195c53c489db9f268	7		0
045a6c895add4af9abc7c4da5f086992	2		0
0473a748ed0d4991894f4aadaa6785b2	4		0
0475e303401c4b19bf38795db1adcd0a	10		0
047a08317b864456907fff1df3ad5525	10		0
047df0004c0641e886430d4b78db89bb	10		0
0482cf7473c24cc6bf643c6a09ffbce1	3		0
04aa829bc3e14b818dd5c9eb08bdb735	2		0
04af027152854683a6b89f432e9da809	2		0
04b05c31a83047c4bb58b1ce36b97d79	2		0
04b13a5826c04d3196d3d69d2a5aa6c4	2		0
04b14702339244deacdeb85c2b87e07b	9		0
04b4bf1226e84ee4b65e6f258b7f4cda	4		0
04dcbd450c1c4e8aa37bae2f03e90c95	3		0
04dee84745a6445eb34c6220eb540c39	1		0
04e35e89c3b84cb18797269ff28ba96c	2		0
04ec6dd5e1b445f6aa9cbadc0d27beb7	3		0
04ed16354b2d41898e6139382d19cd3c	3		0
04fe09fa16074beab79f3b2abc4dc813	1		0
0512dd9cb0aa4f98adae3b8ec4913f31	4		0
05133a6d1d07470d865bb7359a68f64c	6		0
0518782e298641749ac6d2d22e49ed52	6		0
0518bcd70b4842909a34c57a433661f4	6		0
0521b973c98d415aa37b5943085855ad	3		0
052bf2e6726742cdaf6b336534f4fb24	2		0
052f3902049e4dbc98b0b77213e37ab8	10		0
053a1f2fe9b24184a18952b85704f83c	2		0
053dc332107448af8ab935f92cd02184	4		0
054adb8cf6af4daca181bd445a6b3398	9		0
055a6f42d54a448b9089e1a2defc7c75	7		0
056880d7f5634d72819b9688a9b01d78	6		0
056ba3df06ee4ad9a4ca31525411acb1	4		0
056c26977d494ebab254d4b14f081dad	4		0
056f7861811145bea62dfdf0aa016793	3		0
0571fd06a9eb4a8c86cf5508203dd416	4		0
05731f92fff24dfd9a52723f65220705	7		0
0575adadcb894adc97fe46f3ff3ea357	3		0
057e1a714e0a4b528d490af63c435cb5	4		0
059ec72773434d60bf65acffb82f6beb	4		0
05b40388da5c4c96adfd417cc33e0a70	2		0
05ce10d4b2e444ed975dcfc9b6c6b066	3		0
05d0cd9a91954596b0181069b2b95a70	4		0
05f8992785de425b8642291781f8155a	6		0
05fda882cff9442296e8fe52e427bf67	2		0
05fe3ce5643540a7a918580832acc497	2		0
05febcb11ecf4ecb8ae19b6c65ff9d34	2		0
060b47d7dfaa4f08aa9a5565cb4e5104	3		0
0618ae4664db4d488cfd9b1bea045ba6	4		0
061cc450501045f2b6ca11a8839b4e84	2		0
061ef42a44be4a56862dc3ea652d1abc	2		0
0621c98c56df4ba68aaa444d6acc9f8f	3		0
062b32a763c84f0e9372f03ec5db3f42	2		0
062ca38eda1943d9b868933bd1beac9a	9		0
062fe493418449c29ff33f90821502ca	2		0
062ffde4432e4f489b1e241da9b3993a	9		0
0632a36576bb4dabb267d7ee6b9c1133	4		0
063f5048310c48758e544789943d7ece	9		0
063f7df4afa24abdbbe62ebf5b0900f7	2		0
06413a332e2945debbb020ee07d5642b	6		0
0646e38b23194cacbe14347549fa4bcc	4		0
06483e7e09cf40b9a7d01d144d95c418	4		0
064a459457234cb7933e21ca789450f2	9		0
064e237b9d1d41b885ba4ed295ff76ea	2		0
064f2d3fa4554c939f89cf72e2b0c198	10		0
0660b482df8c44ba9269e31352cac9fa	2		0
0665d21ed9524bbeb9124a6e99efeead	3		0
066ba2457f39413aaa7b0c82df79f728	10		0
066e01c333e94e70b576f1f8b7dc39aa	4		0
0672d78f7581464794cc627d47442f3e	10		0
067aa90a64b140aeab7d4aed42d879ad	9		0
069ef3d549c64947969f5e6bb019c749	9		0
06a36f0b0b234d5aaff4a61ad873bd1c	2		0
06b76c7c943c46da8382e0feb53196c9	2		0
06b7bbec9b4340ffa2dc017b2b31caf5	3		0
06d878ad60c74b728122460da4aaf547	6		0
0701b1b5315e44cdadb33ee3ce994b5e	9		0
070a316e08eb409d9a3fc2dd8cc77286	10		0
0710406b29c94b3994c64806b1eb5eca	0		0
071ddcded78f4902ab637826c958f40d	4		1
0724815985854fbc9969b3e263379bc7	5		0
0727ef7296da4fc3a5ed0a63946fb81b	7		0
072c9c998f594395baa1e11d618330f8	4		0
0742a115caf24e9e8fc3f34d32e083d3	6		0
0755e9926b724e42a4d74b0b7daa9ae1	9		0
076157314f2d4961aaa64c2dd2bd4058	7		0
0764fb9b513544dea3e00161ff100180	6		0
076a7ad2517048829d391ebb23f6971c	9		0
0774424e4dab40fa829a479af71dfa97	1		0
077f06b9a1b54da3a3be0848904b22f9	10		0
0783e9500e89444993595b2359dcffbc	9		0
07847bbd0af1415497e279cc58aac835	4		0
078afd2cb5584c8185eb96c4e5acd994	3		0
07943186080b4614b69aab922f52b778	5		0
079550ad7fba44deb6bf59d28a111e5f	11		0
079b17c4358d4539841e33dad6050d55	3		0
07addb01e48c4da5bf6871d16462dd60	2		0
07c0ffb3c97c47718c9250b8a17c9da3	4		0
07d19329c69a4172af30fff87044fa6b	3		0
07f14f88768a4eec8476d172214f5e75	2		0
07f7e759b05843ae8655dd43e4edbe8a	2		0
0803d2b814264de682d8cea59824ffab	9		0
080acaeff5484577b3cffe3c510d1797	3		0
080f4563315a4382b9354c7373bbbb0e	3		0
081c4b1b7ee14cc59a0a362e39a513c7	4		0
08211f4b2fdc4d2989ad44a05d5d5e55	6		0
082cd5b08b8a4eeda58a3de917caf26e	3		0
082f9fc387424b0197110430140b8bcf	3		0
0836a5f516aa4337bee9541d59ff8d1a	4		0
083ab7cb29fd46b999ab72ededf85483	4		0
083b59074c034daf9e83fd70d7fdc29f	3		0
084ce4ffd1044cbbb6583fc3061913c5	9		0
0852afcab4d84cdaa0f128dc840ab97e	6		0
0853316361bb41ad9e8db95712723b52	0		0
08566319a3e9418b9897afafe5bf95cc	11		0
085aed9c1f8b444e984b314190b671bf	10		0
085f3a4a136b4abd9705a9a6313814e9	9		0
086b24cdecca4f679ba9c4f8ac1e39ef	9		0
086c687770e74b21bc53a0316264f667	3		0
086d7f829c774d0e8ac64fcb8bef149d	9		0
086da37ed9f042d1a7ae268ca32cdb8a	4		0
08854d28d4fc4369bf11cccc5581b86e	2		1
088f277522a140849c3855c420e0a59c	4		0
089b34191c844eafad7eb26eba446815	9		0
08b31e0ef26045bca4293f6213da7db5	9		0
08b39ef2726d46ca86d1129e2b257c51	3		0
08bd7b87c3c74f74bb7b51ee935de207	4		0
08ca163a8bfc462db197dc26ddd5dea8	3		0
08ccdbe8f2854876bda71cbfd3f49a33	4		0
08d55cebe74441a1bec8d8742da4860b	9		0
08d8c2c587a445f9b3c16ffbf8a2b671	2		0
08db16c57ce347bd908c96258caad609	2		1
08ea40f296c54b72ae31999ee444a2ea	10		0
08ec612024eb4de8aeed383170f283a2	9		0
09008085ef1f4989905437130c1351c9	1		0
09015fe1022d4225b4226719b50c205f	11		0
09027010548643b8b90fcde06b58e0b5	1		0
090a1bc2a48d40338a20db08d7cb6a15	3		0
0919a105d8c2493d95cbe9de4af2e51b	4		0
091bff3940cb407390b501e57b8f6711	4		0
092149302d60451a8faa09e69d45b24a	6		0
092d806129734d00915baff8467ca4a3	4		0
092e81ceb50547959b6da9d0199c82e1	4		0
093daa9357354899a512f70d3b8fdaaf	10		0
094096a42efc48e48462fea8f7e39c10	0		0
0940c80996ff4adfa32e66db49e7c4e7	3		0
0940dd6521634c969b91ce04ec248656	4		0
09432f2c7bae4f58b7ee5dd7199c4deb	2		1
0947d9aa174549438417162fc74a51cf	6		0
0953ed6a060d44339377b6849b8c6a2e	3		0
09562852102c4010ac79c108d2f8bc0c	5		0
09623ed4fe0e4793a3d643cda73b4ac9	2		0
0964cf3b7006441d9000916c894a8e0f	10		0
0976596b4a864950a4b49006695a95df	1		0
097f96257da34d339347f1d15f9018b0	3		0
0992ae4f6e8d4ebaaf0aa710e01ce6e1	4		0
099efca26a464f5995320dc3f3fc0e41	4		0
09adfeaf53d4461e8d40329628dad88a	2		0
09aff34074ff4254bfcf900e492d1789	9		0
09b2872610764463a17ab2652702b68a	4		0
09b45d2661034224bd2643540d0291d4	10		0
09c7fcb0efc34a3bb80b491065994707	3		0
09c9f054c44849e796ce6540bf46459a	10		0
09ca9ad3c5a8498fb289cb8c0e9bc312	4		0
09d553d4ef4d4b19a16b9249ee465c2c	3		0
09d59ac2d613410da9264b65caf3bc58	9		0
09d611a31d584dbf99b648aa1045ee1d	2		0
09d77f7c31914dfca1a48c0a0eafd822	9		0
09d7a97c08404aecb4ba4796613e23ea	3		0
09e2e4646caa476cbbdd89e21f93860c	4		0
09f961dad14941ceb15e05922aa158c4	3		0
09fd82bb68ce4501b281125b3692eebf	10		0
0a19225f0ee34421a07bb54c39cd8252	0		0
0a28711c3f8743ca930930565efde900	9		0
0a369786c86f455ea6c45b4735928b6a	1		0
0a429b0832c04ccaa04dbb38f3ab54ff	0		0
0a52bfcc739f4d80967eb859c7b384e6	6		0
0a54aee9d50c4e6b851178f5c0ff6378	9		0
0a55bd3c6cab4e6e988b7dfeafa61a74	2		0
0a59f63d08ae47e89eeb8f042053c5c5	0		0
0a65df721ce44214864d0f43263f7fd7	9		0
0a66d844059f42a488826b62de776156	0		0
0a6abd274216473e8e1be2fd21994475	6		0
0a85ccd1139c488895a1c0bd2ee15d6b	9		0
0a8ba67e91e443e7a80da8eb11a4a6a7	3		0
0a98c52f884c4b5f924be171c93576ab	6		0
0a9e2505e06d46f48fce7cd52d8b754a	2		0
0aa1acc180d64c8fa7a805cd6ec60eba	0		0
0aa7dd072618483abd626e02fe364546	1		0
0aaa1017109a4139a6fe6e01d0e60b30	2		0
0aaa85bd52fb4ca0a1b294f64d35df1b	2		0
0aaaff6fe2794832b7467bb67447ef36	9		0
0aad4bb27d114b08a8f35c27219e3137	2		0
0ab6e69190774528bc172cdae7d54f4c	9		0
0ab75de38b0849a59151f31d8fd3c0c3	6		0
0ac58d4846a243038cb4830d869a4a87	9		0
0ad02e10fcb74cb5a4765fde80015a23	4		0
0ae0c2dc7eaa4f4b8a7797993ebc13f7	9		0
0ae2180247e34ab3b91b552111fff586	9		0
0afa7a127f3f4de2b0dbd6acc1298cbe	6		0
0b0483b7061c46b0906456c805b6f378	2		0
0b082a07fd6c490cb1039bdde2772879	6		0
0b16e921b7ce470e902742e415df88ed	1		0
0b255d1adf064cbab6c67781d61147c9	6		0
0b336de7d5274cd392dfe517950c1019	0		0
0b589779268f4d2da63da0900e1fc6e9	2		0
0b6b8dad9f594697b29ba8d790404b3d	0		0
0b749dbdc063442f901b4ebfc1a15015	2		0
0b874db391d4413680316e1e05e22275	2		0
0b876973346c462aa671692c022bc113	6		0
0b99f705b41a4a9797e2b65077211bde	6		0
0ba27b848d3c46dfa405fe6ea8542c40	6		0
0bbed558ec1b4af2a6b2bde5adfed573	6		0
0bcfbf358a63434e9b3ab95efb18d1e6	9		0
0bdb8d3d764341dca406ddb604b6a2f9	1		0
0bdcc4642fa041dc9cd3c88a526041e0	0		0
0be43b566cbe48bbb19ec99d02382e58	9		0
0bebd85b346347c8bef908d39e47628f	6		0
0beedd50448446fc96bad237328bf88e	2		0
0bf66086b96a4b6eb268cb306e575454	0		0
0bf6e99be1204df0aaf47a7431e3cc34	0		0
0c03dca26d974f98a37a3bdca634950f	0		0
0c04bbfc1cbc4cdf8c03a2e0f619114c	9		0
0c06ffcf1486415aae146bf32a9c8d59	7		0
0c0c629f03a4453e82e9db120d7b8b16	7		0
0c154ddcb2974b24b245ac400d9b37b3	0		0
0c1d5fc079ea4f52be7b1ec75918a247	6		0
0c2e2186b6984e9cbf3d1768ebb9ccc5	9		0
0c3026953ef4489b810fd8d0b5e2055f	6		0
0c4119dfd57448dca6c598c6639bbc42	2		0
0c506b710afa483381817d53ecf13abf	6		0
0c660334c77346d6b04d15aef221f9a4	2		0
0c69a9d55d9d4a87bca633903250b538	2		0
0c79769324b24e8ead090675716fd543	6		0
0c7ee75dfc49443c91484321327909ea	3		0
0c977e0487ce42d78ce2e93b00d68954	2		0
0c9f62c5ab9447ef95085585b3c72481	0		0
0cb1af6d98d94bd98cb086cb284daa26	2		1
0cb69ed5dd1a4fd68f75cae23fc36ff3	10		0
0cbbe41d290140e090078b5f62609225	9		0
0cbdc82cea084f36ac34f297b67d7d70	6		0
0cbf38df73de4d6bb7a321ad37349fae	2		0
0cc4dd3b05ab4cd1a3d2234ec0fdc55d	2		0
0cca2948f3d84be0909081c6a1a4228e	2		0
0ccf1fe6c499427f9803139a9d7dda4d	6		0
0ce3538e7c834ac5bbed3cc13b267735	1		0
0cfcc76eda014bc6bddb0f6b7b67886c	2		0
0d152e78af0f47f393783117065a1839	1		0
0d26901a78a44bb2b0ac96af0fb60fc4	10		0
0d2699f7245949868f94d9450457baab	2		0
0d2b1e7b9ce24f338f6d656b942e096e	6		0
0d36453da075429087e6516751509acd	10		0
0d46784a0eb0412cbb71654d678e9337	2		0
0d5c8898654044f6a579fd9f2503827e	9		0
0d5f0124c2154fc0a3ce103f7606dc0a	6		0
0d63f0ba8ba04391a1f94a58d42b45f8	6		0
0d7d035dca5349a0898e796db62bf28c	9		0
0d8da6fb2f9b4b73b29e1089bbdbb01e	2		0
0d97b4a2c9c041c7940e3752d395010d	0		0
0d997231802f4434ab0d050881bf5e44	2		0
0da065bed9584556a1562995e40ed255	6		0
0db076774fe84c12854614d92028e42b	4		0
0db2d3387c8848baaa0e0e67ed893fc5	6		0
0dc4eeca74fe435a99502adeb19fcb59	6		0
0dc644af750f4dfeba7b1f48f6cdaa4f	9		0
0dd30be80658442a9c3a072bef1a687b	2		0
0defe9b75c4d4fca803006410c51dcab	11		0
0dff7389352d4dfc81d06c64fcefad41	2		0
0e05555a8fc1482a82bad41b8c97517c	2		0
0e0b111a68f14267aa002099faa9ea56	6		0
0e198ba35fe446a6af6e3f01b6d2392e	6		0
0e20f5876312428085ca8678611c34a6	10		0
0e22d211795847f9a8f2c0ce22897d27	6		0
0e32676df7b24d5289b8fc3fc67ba654	6		0
0e41b7dc1705461481bf206f588bcfb9	0		0
0e51c43ed3ba46aea479d730f75f8977	7		0
0e7040dd1d7b4b1bb35e192d536410a1	2		0
0e737b3f60f147d292a04e15e5d01075	6		0
0e7b2cad4d14433ab74d2b2690a883bc	0		0
0e7caf223bd24c0e95e24aabbee15353	10		0
0e82e70a6ff54a3b96f9584f12367787	1		0
0e92d74265cb4cda97a596e2254b7403	6		0
0e968315e8734825bf029eaffd563f32	2		0
0ebcbc556a544d728be925013edb2aa3	6		0
0ec63fa0bb924c4b8c90dddcac00c7d1	2		0
0ed2bbd2c3eb4a02bee76d383be0c7ed	2		1
0ed8d0e11b4948f7be994a454c3b471c	0		0
0edb6babdc3a43ee99b3fe04e0934919	0		0
0ee239d24454401c836f9578f530f21e	4		0
0eee1d9425614af29e388bb7c079bf84	10		0
0ef10d654b794713bc403f43152979d9	10		0
0efa783e290d40dfa6369d78b67b7480	6		0
0f029d895a1b47cfb5bd7ac4e9418541	2		0
0f0c68a26dd74b6285e57d84b7e931be	9		0
0f13d49509284b7497b588a5b3d0ad2b	2		0
0f14f2b8294f4af699eb6bb520a019f7	9		0
0f2882be991c44578242155b106e75a9	2		0
0f2cc11ab22747eca2d1a13f680c96f9	2		0
0f3a8ed5042d4f0ea7e7e0b5148a14c6	10		0
0f3fe3caac1d477eb9f1143b37ecae07	10		0
0f69f11b31f0434f832282434bb5ac8f	6		0
0f6e906ade7e467ba985b20238f03e09	10		0
0f7b643a68314c97a544f6c3122158f7	2		0
0f8a437c86714d3b8503eab25c41a5d3	2		0
0f8a473da11943b1a675af47fe43cb79	6		0
0f8f2424c5d64e16917057e9f3179961	10		0
0f932ba0f9a541ecba0c8076beb810bf	2		0
0f9c58412d514a878c239f3ccba1d6e5	1		0
0fac670ed1f44d29a305c8b50f337f43	9		0
0fd56cc742d84aed8e84dcf143740da8	0		0
0fd7c78a7e454269801c1782ed20f1a6	0		0
0fde1fc404314877bf1aea579deb6695	9		0
0fe681876df54cd3928e7e1c1c78b52c	2		0
0fe87ebe17f445979ef9201d236b5455	2		0
0fea095921eb4eac9680cf51226c0f59	10		0
0feffc55775d4d8da5469d44425a4b7c	9		0
0ffeb3f7a0e84ea5ba4d4abf6f85252b	6		0
0fffdd9a664e4164bf605477d498ce32	6		0
1004839ab22942ce877ef95a9b1ad95b	1		0
101afaff130244c4ac9c0292cfb10ffe	10		0
1036a785772b427e837b141e4c19125f	7		0
103fc7b900214f138b5f0a182be007a2	9		0
1041cfffb2894c658071cd7c5fbecfe0	4		0
104f6b9e0ecc4a44890367a8b3aa9bec	4		0
105d574e7d44445d883411e27887a151	3		0
1074b60068b34cd49f72294d115a554f	4		0
107dc2bd51b044319c9ff9498141b318	4		0
10808c167516414a8314365eda760521	6		0
10951895cdc046a28b40f3bdc52e4abd	6		0
10965c9d1ec341b088b4d480ed69d809	6		0
109ce7b9d82640238e2dae4d7436c676	9		0
109e800f51cf41e5b06372eeb0f1e6ce	9		0
10a0500446d2453c85300bf4945f9939	4		0
10a37e00e4e44e4789f69a1245042bbf	0		1
10a69c70a7cf40b196f118ed1b659219	9		0
10b0cc170f7c46e98777cf92bd2dea5e	2		0
10b253ccc7694377b72bff12430115b2	10		0
10b6295a00ad42619ab3ea831a1af1dc	10		0
10b74e6b8f7049fba6e3251275e1e88a	2		0
10bc86b7c150427d9a47ed0ea3bd0075	10		0
10c00513e103468cb6540b1274491be1	9		0
10d2cda00e6c472c837df8a472036b49	2		0
10dedac01f494366b8a8e46cc6f4103e	4		0
10f24e3e4db84939a209c3d6cf95423c	3		0
10f334253aa14a0ebfbf3d025eaf13f1	2		0
10fbffd1cab44a6ca2cdd0e98f187798	9		0
10fe5488085047679dd3675641ce8dcf	4		0
111057acaebf4c91803448ac63f6b9cb	1		0
1111db95bae1425b8437b5a485f8bb45	3		0
11197797552941189afe029736f21a26	7		0
111f68b2d6584e728f411dd1e9e2f8bb	9		0
1120bab379e54cfcb8e404952e9aafad	6		0
1120ee6249be46ad891558cf164b46a7	7		0
112a386de140429ca6950ab2cdc28b0f	7		0
113add114f674cd583d867393cb77422	10		0
113f5df11309476a88b4370835782e8f	10		0
1142a8cc15df470a88640bc9db58e6bc	6		0
11443da4f1d540dba1600d1f15744b46	11		0
114a8d4b4e1b41a98ae62b673001fb67	4		0
114ffcdbe0014ad686037834f4de443a	4		0
1150e0451af349059953f33aceb27e97	4		0
1155c79e41ff456ea84f2a3e05d1c904	3		0
11614b79545549618cb9289f234d8419	11		0
1168944b78e1481aaaff2e82b4648184	1		0
1168deef7f8342508b0d834c9d4f66aa	3		0
118e319c5d894e69afbffff72272a77f	3		0
11973fdd01f94e2e9e9b0ec16b906340	6		0
119bc576b10e4e769e2aaaa128adb688	9		0
119d869948304488bedd6547f859faf2	9		0
11a284978eb14069b297a6072c89a7d1	3		0
11aaa93f1272492198b809cb4d5b8e72	10		0
11ba9f7d091549c88ca632f8253a7502	10		0
11d3956a992847eb96e2dcd1054590fb	10		0
11d5c9ba0deb45f79103fee1cea98e62	6		0
11d99e5039384520bf4c47bdee76c525	4		0
11dd4d779b1640c88899e546f61f6df2	10		0
11e868840e9e4139b90f2dc9ee0b549d	3		0
11eb35c63a6d419a83ce6d0482a63e2e	4		0
11eed3b832114417b564e53423bffba2	4		0
11efe857270e42ba8dc0d1f5ac8447e1	4		0
11f6953d20354765b6a450862963ca35	10		0
11f75f9fa1074c5bb25167ad7019031a	9		0
11f8d34f5ad04b2bb802b180d92bcdea	2		0
11f96c4f648340bab54ed3be68366b86	9		0
11f974431af346c89ed1e325e60c7207	9		0
